regime,pkg,rep,h,est,se
varmiss,bjs_wtr,17,1,2.567272219625011,.0811536918245093
varmiss,bjs_wtr,17,2,3.085703461591038,.0818809519503712
varmiss,dcdh,17,0,1.740298820860885,.0939351489962543
varmiss,dcdh,17,1,2.177332029143745,.1273113589932471
varmiss,dcdh,17,2,3.096939768950763,.1288207287702748
varmiss,lpdid,17,0,1.61830198067109,.0984174982223325
varmiss,lpdid,17,1,2.057611575760133,.145542381914556
varmiss,lpdid,17,2,3.097704246134246,.1534387566191493
varmiss,lpdid_rw,17,0,1.740298280992733,.0992703575179433
varmiss,lpdid_rw,17,1,2.273999049801597,.1521451816724352
