design,campaign,tree,cell,seconds
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.297
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.332
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.338
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.329
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.357
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.322
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.326
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.363
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.326
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.334
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.368
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.353
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.329
scale-400k-rcs,rcs-1,f1,rcs_reg,1.308
scale-400k-rcs,rcs-1,f1,rcs_reg,1.33
scale-400k-rcs,rcs-1,f1,rcs_reg,1.353
scale-400k-rcs,rcs-1,f1,rcs_reg,1.338
scale-400k-rcs,rcs-1,f1,rcs_reg,1.357
scale-400k-rcs,rcs-1,f1,rcs_reg,1.335
scale-400k-rcs,rcs-1,f1,rcs_reg,1.333
scale-400k-rcs,rcs-1,f1,rcs_reg,1.337
scale-400k-rcs,rcs-1,f1,rcs_reg,1.314
scale-400k-rcs,rcs-1,f1,rcs_reg,1.328
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.333
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.35
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.328
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.345
scale-400k-rcs,rcs-1,a9359ce,rcs_reg,1.34
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.326
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.342
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.34
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.385
scale-400k-rcs,rcs-1,174d27b,rcs_reg,1.337
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.317
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.316
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.329
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.322
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.363
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.332
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.345
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.334
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.334
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.329
scale-400k-rcs,rcs-2,f1,rcs_reg,1.327
scale-400k-rcs,rcs-2,f1,rcs_reg,1.33
scale-400k-rcs,rcs-2,f1,rcs_reg,1.329
scale-400k-rcs,rcs-2,f1,rcs_reg,1.326
scale-400k-rcs,rcs-2,f1,rcs_reg,1.352
scale-400k-rcs,rcs-2,f1,rcs_reg,1.341
scale-400k-rcs,rcs-2,f1,rcs_reg,1.345
scale-400k-rcs,rcs-2,f1,rcs_reg,1.339
scale-400k-rcs,rcs-2,f1,rcs_reg,1.36
scale-400k-rcs,rcs-2,f1,rcs_reg,1.347
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.311
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.326
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.335
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.339
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.337
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.324
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.336
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.337
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.327
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.338
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.329
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.321
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.334
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.321
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.334
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.328
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.345
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.36
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.354
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.337
scale-400k-rcs,rcs-2,f1,rcs_reg,1.318
scale-400k-rcs,rcs-2,f1,rcs_reg,1.341
scale-400k-rcs,rcs-2,f1,rcs_reg,1.328
scale-400k-rcs,rcs-2,f1,rcs_reg,1.359
scale-400k-rcs,rcs-2,f1,rcs_reg,1.336
scale-400k-rcs,rcs-2,f1,rcs_reg,1.346
scale-400k-rcs,rcs-2,f1,rcs_reg,1.333
scale-400k-rcs,rcs-2,f1,rcs_reg,1.321
scale-400k-rcs,rcs-2,f1,rcs_reg,1.358
scale-400k-rcs,rcs-2,f1,rcs_reg,1.323
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.352
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.344
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.334
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.357
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.341
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.304
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.348
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.322
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.354
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.338
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.329
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.34
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.324
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.328
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.329
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.322
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.329
scale-400k-rcs,rcs-2,f1,rcs_reg,1.345
scale-400k-rcs,rcs-2,f1,rcs_reg,1.337
scale-400k-rcs,rcs-2,f1,rcs_reg,1.351
scale-400k-rcs,rcs-2,f1,rcs_reg,1.364
scale-400k-rcs,rcs-2,f1,rcs_reg,1.332
scale-400k-rcs,rcs-2,f1,rcs_reg,1.333
scale-400k-rcs,rcs-2,f1,rcs_reg,1.331
scale-400k-rcs,rcs-2,f1,rcs_reg,1.355
scale-400k-rcs,rcs-2,f1,rcs_reg,1.367
scale-400k-rcs,rcs-2,f1,rcs_reg,1.353
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.337
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.32
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.332
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.328
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.337
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.316
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.342
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.485
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.336
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.348
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.316
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.346
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.346
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.351
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.327
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.338
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.344
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.331
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.329
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.341
scale-400k-rcs,rcs-2,f1,rcs_reg,1.332
scale-400k-rcs,rcs-2,f1,rcs_reg,1.339
scale-400k-rcs,rcs-2,f1,rcs_reg,1.344
scale-400k-rcs,rcs-2,f1,rcs_reg,1.364
scale-400k-rcs,rcs-2,f1,rcs_reg,1.336
scale-400k-rcs,rcs-2,f1,rcs_reg,1.341
scale-400k-rcs,rcs-2,f1,rcs_reg,1.35
scale-400k-rcs,rcs-2,f1,rcs_reg,1.354
scale-400k-rcs,rcs-2,f1,rcs_reg,1.383
scale-400k-rcs,rcs-2,f1,rcs_reg,1.346
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.348
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.345
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.381
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.327
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.336
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.342
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.325
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.353
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.334
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.338
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.329
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.338
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.33
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.331
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.333
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.36
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.341
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.336
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.326
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.324
scale-400k-rcs,rcs-2,f1,rcs_reg,1.346
scale-400k-rcs,rcs-2,f1,rcs_reg,1.344
scale-400k-rcs,rcs-2,f1,rcs_reg,1.344
scale-400k-rcs,rcs-2,f1,rcs_reg,1.354
scale-400k-rcs,rcs-2,f1,rcs_reg,1.362
scale-400k-rcs,rcs-2,f1,rcs_reg,1.342
scale-400k-rcs,rcs-2,f1,rcs_reg,1.347
scale-400k-rcs,rcs-2,f1,rcs_reg,1.366
scale-400k-rcs,rcs-2,f1,rcs_reg,1.36
scale-400k-rcs,rcs-2,f1,rcs_reg,1.371
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.321
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.319
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.316
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.388
scale-400k-rcs,rcs-2,a9359ce,rcs_reg,1.359
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.31
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.335
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.343
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.328
scale-400k-rcs,rcs-2,174d27b,rcs_reg,1.355
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.332
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.327
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.364
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.336
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.334
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.333
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.332
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.328
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.327
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.318
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.324
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.323
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.345
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.349
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.34
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.309
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.336
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.328
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.357
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.323
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.323
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.349
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.34
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.349
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.358
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.367
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.348
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.337
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.354
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.338
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.321
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.361
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.342
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.358
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.386
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.353
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.341
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.347
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.35
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.348
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.333
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.309
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.322
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.317
scale-400k-rcs,slot-swap,cfg1-slotA-parent,rcs_reg,1.321
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.346
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.328
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.346
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.34
scale-400k-rcs,slot-swap,cfg1-slotB-f1,rcs_reg,1.338
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.338
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.334
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.321
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.338
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.359
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.305
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.323
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.33
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.323
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.348
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.327
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.327
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.35
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.341
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.329
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.326
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.325
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.327
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.328
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.336
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.322
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.346
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.341
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.35
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.33
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.31
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.318
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.33
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.324
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.337
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.316
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.325
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.323
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.324
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.322
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.32
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.323
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.36
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.332
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.336
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.324
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.319
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.335
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.348
scale-400k-rcs,slot-swap,cfg2-slotA-f1,rcs_reg,1.33
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.36
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.355
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.353
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.353
scale-400k-rcs,slot-swap,cfg2-slotB-parent,rcs_reg,1.34
